timestamp_utc,event,path,size_bytes,host,pid,note
2026-08-29T06:14:21+00:00,create,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin,19806558,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:21+00:00,create,Y:/Subjects\ZYE_0073\2024-01-28\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.ch,1410,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:21+00:00,create,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t1.nidq.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
2026-08-29T06:14:25+00:00,delete,Y:/Subjects\IBL\quarterDensityRecordings\Subjects\KM_061\2025-11-11\002\raw_ephys_data\_spikeglx_ephysData__g0\_spikeglx_ephysData__g0_t0.nidq.cbin.partial-6732,23952652,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:14:25+00:00,create,Y:/Subjects\IBL\quarterDensityRecordings\Subjects\KM_061\2025-11-11\002\raw_ephys_data\_spikeglx_ephysData__g0\_spikeglx_ephysData__g0_t0.nidq.cbin,23940332,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:25+00:00,create,Y:/Subjects\IBL\quarterDensityRecordings\Subjects\KM_061\2025-11-11\002\raw_ephys_data\_spikeglx_ephysData__g0\_spikeglx_ephysData__g0_t0.nidq.ch,12320,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:25+00:00,create,Y:/Subjects\test\2025-07-18\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:14:26+00:00,delete,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t1.nidq.cbin.partial-26564,11598527,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:14:26+00:00,create,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t1.nidq.cbin,11591914,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:26+00:00,create,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t1.nidq.ch,6613,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:26+00:00,create,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t2.nidq.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
